FID,gid,UF,nome,Censo,Populacao_Masculina,Populacao_Feminina
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-145e,3036,MINAS GERAIS,Santo Hipólito,2010,1621,1617
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-1457,4844,SÃO PAULO,São João de Iracema,2010,898,882
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-144f,642,RIO GRANDE DO SUL,Aratiba,2010,3340,3225
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-144b,988,GOIÁS,Cumari,2010,1515,1449
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-1444,2658,PARANÁ,Matinhos,2010,14335,15093
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-1443,1596,MARANHÃO,Codó,2010,57403,60635
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-1436,4510,BAHIA,Itanhém,2010,10295,9921
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-1435,4123,MATO GROSSO,Luciara,2010,1146,1078
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-1425,240,BAHIA,Várzea do Poço,2010,4355,4306
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-1424,1542,CEARÁ,Itaitinga,2010,18288,17529
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-1422,1114,GOIÁS,Piranhas,2010,5718,5548
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-141f,992,ESPIRITO SANTO,Itapemirim,2010,15535,15453
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-140d,3588,MINAS GERAIS,Ituiutaba,2010,47862,49309
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-13ff,4367,SÃO PAULO,Zacarias,2010,1173,1162
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-13fe,5371,SANTA CATARINA,Joinville,2010,255756,259532
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-13ec,2399,PARÁ,Quatipuru,2010,6461,5950
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-13ea,3015,MINAS GERAIS,Campo Belo,2010,25144,26400
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-13df,3045,MINAS GERAIS,São Francisco de Sales,2010,2972,2804
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-13dc,654,RIO GRANDE DO SUL,Santo Ângelo,2010,36586,39689
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-13d0,1053,SERGIPE,Laranjeiras,2010,13131,13771
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-13cf,1065,GOIÁS,Morro Agudo de Goiás,2010,1173,1183
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-13cb,1349,ESPIRITO SANTO,Irupi,2010,6030,5693
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-13c9,2739,PERNAMBUCO,Cedro,2010,5391,5387
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-13bf,4913,SERGIPE,Japaratuba,2010,8389,8475
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-13be,3645,PERNAMBUCO,Barreiros,2010,19885,20847
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-13bd,3274,MINAS GERAIS,Conselheiro Lafaiete,2010,56383,60129
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-13af,2084,RIO GRANDE DO NORTE,São José do Campestre,2010,6150,6206
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-13ae,2437,PARAÍBA,Sobrado,2010,3679,3694
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-13aa,4537,SÃO PAULO,Iporanga,2010,2171,2128
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-139f,3164,MINAS GERAIS,São Sebastião do Anta,2010,2923,2816
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-139b,2616,MINAS GERAIS,Passabém,2010,865,901
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-139a,2288,PARÁ,Marapanim,2010,13884,12721
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-1390,4959,BAHIA,Valente,2010,12152,12408
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-138f,962,GOIÁS,Chapadão do Céu,2010,3664,3337
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-1389,1560,CEARÁ,Caucaia,2010,159598,165843
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-1382,4089,MATO GROSSO,Ponte Branca,2010,919,849
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-1379,891,PIAUÍ,Santa Filomena,2010,3217,2879
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-1366,3443,MINAS GERAIS,Franciscópolis,2010,2970,2830
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-1364,1212,PIAUÍ,Queimada Nova,2010,4280,4273
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-1362,3675,MINAS GERAIS,Leandro Ferreira,2010,1640,1565
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-133a,102,RIO GRANDE DO SUL,Bom Retiro do Sul,2010,5655,5817
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-132a,4927,SANTA CATARINA,São João do Itaperiú,2010,1790,1645
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-1329,967,GOIÁS,Corumbá de Goiás,2010,5415,4946
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-1327,4902,BAHIA,Brejolândia,2010,5798,5279
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-1326,246,BAHIA,Wagner,2010,4498,4485
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-1324,3750,MINAS GERAIS,Moeda,2010,2343,2346
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-1322,1283,ESPIRITO SANTO,Guaçuí,2010,13686,14165
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-1314,2006,RIO DE JANEIRO,Santa Maria Madalena,2010,5275,5046
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-12f4,3556,MINAS GERAIS,Inhaúma,2010,2909,2851
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-12d7,1087,PIAUÍ,São João da Fronteira,2010,2805,2803
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-12d5,1119,PIAUÍ,Jaicós,2010,8800,9235
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-12d4,6,RIO GRANDE DO SUL,Cristal do Sul,2010,1441,1385
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-12d3,1473,MATO GROSSO DO SUL,Nova Andradina,2010,22733,22852
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-12c8,3837,RONDÔNIA,Porto Velho,2010,217618,210909
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-1274,4570,SÃO PAULO,Itaporanga,2010,7280,7269
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-1273,5092,SÃO PAULO,Taboão da Serra,2010,116895,127633
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-126d,5332,SANTA CATARINA,Iomerê,2010,1393,1346
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-126c,383,RIO GRANDE DO SUL,Novo Cabrais,2010,1946,1909
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-126b,1592,MARANHÃO,Centro do Guilherme,2010,6641,5924
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-1264,4144,PARANÁ,Jesuítas,2010,4469,4532
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-125f,4760,SÃO PAULO,Pratânia,2010,2379,2220
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-125e,4210,SÃO PAULO,Bálsamo,2010,3998,4162
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-125d,2169,PARAÍBA,Mataraca,2010,3690,3717
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-1253,1496,CEARÁ,Eusébio,2010,22951,23082
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-1252,2010,SÃO PAULO,Jambeiro,2010,2769,2580
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-1249,4457,BAHIA,Glória,2010,7539,7537
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-1247,1471,MATO GROSSO DO SUL,Nioaque,2010,7547,6844
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-122a,980,GOIÁS,Luziânia,2010,87087,87444
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-1219,2626,MINAS GERAIS,Paulistas,2010,2385,2533
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-1217,4218,SÃO PAULO,Bauru,2010,166649,177288
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-1216,1857,CEARÁ,Nova Olinda,2010,7020,7236
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-1210,2201,PARÁ,Almeirim,2010,17468,16146
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-11da,5420,PIAUÍ,Morro do Chapéu do Piauí,2010,3323,3176
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-11d9,4736,SÃO PAULO,Pindorama,2010,7692,7347
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-11cf,4535,SÃO PAULO,Ipaussu,2010,6893,6770
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-11ce,4925,SANTA CATARINA,São João do Oeste,2010,3098,2938
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-11cd,5494,AMAZONAS,Japurá,2010,3835,3491
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-11a9,4232,SÃO PAULO,Brotas,2010,10711,10869
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-11a6,4907,SERGIPE,Nossa Senhora Aparecida,2010,4257,4251
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-11a4,4897,BAHIA,Bom Jesus da Serra,2010,5191,4922
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-119d,4683,SÃO PAULO,Nova Canaã Paulista,2010,1076,1038
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-119c,1039,GOIÁS,Goiás,2010,12256,12471
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-118e,3001,MINAS GERAIS,Cachoeira de Minas,2010,5767,5267
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-1188,2792,MINAS GERAIS,Arantina,2010,1415,1408
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-1187,2476,PARAÍBA,Serra da Raiz,2010,1595,1609
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-1186,3452,MINAS GERAIS,Galiléia,2010,3405,3546
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-117a,3817,PARANÁ,São José das Palmeiras,2010,1926,1904
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-1178,4005,BAHIA,Adustina,2010,7907,7795
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-1172,203,BAHIA,Tanquinho,2010,3977,4031
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-1171,657,RIO GRANDE DO SUL,Giruá,2010,8338,8737
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-1162,1019,GOIÁS,Firminópolis,2010,5701,5879
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-115a,2844,PERNAMBUCO,Feira Nova,2010,9972,10599
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-1159,2759,PARANÁ,Iguatu,2010,1136,1098
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-1151,2782,MINAS GERAIS,Cachoeira de Pajeú,2010,4510,4449
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-1150,1587,MARANHÃO,Carolina,2010,12285,11674
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-112a,321,RIO GRANDE DO SUL,Getúlio Vargas,2010,7849,8305
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-1129,66,BAHIA,Mutuípe,2010,10597,10852
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-1119,1562,CEARÁ,Chaval,2010,6194,6421
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-1118,3820,PARANÁ,Serranópolis do Iguaçu,2010,2229,2339
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-1116,2537,MARANHÃO,Vitória do Mearim,2010,15564,15653
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-1106,4502,BAHIA,Itagimirim,2010,3556,3554
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-1103,602,RIO GRANDE DO SUL,Esteio,2010,38973,41782
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-1102,1615,RIO GRANDE DO NORTE,Goianinha,2010,11202,11279
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-1100,57,RIO GRANDE DO SUL,Inhacorá,2010,1148,1119
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-10f6,2682,PARANÁ,Pérola D'Oeste,2010,3401,3360
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-10f4,448,RIO GRANDE DO SUL,Nova Esperança do Sul,2010,2306,2365
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-10f1,1726,CEARÁ,Moraújo,2010,4070,4000
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-10e8,1069,GOIÁS,Mutunópolis,2010,2003,1846
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-10e6,2603,MINAS GERAIS,Novorizonte,2010,2489,2474
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-10dd,224,BAHIA,Ubaitaba,2010,10100,10591
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-10db,1482,MATO GROSSO DO SUL,Rio Negro,2010,2604,2432
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-10d4,179,BAHIA,Simões Filho,2010,58013,60034
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-10cc,1284,ESPIRITO SANTO,Ibatiba,2010,11288,11078
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-10cb,4253,SÃO PAULO,Capela do Alto,2010,9038,8494
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-10c9,5400,PIAUÍ,Barras,2010,22566,22284
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-10c5,351,RIO GRANDE DO SUL,Coqueiro Baixo,2010,791,737
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-10b9,1609,ESPIRITO SANTO,Muqui,2010,7256,7140
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-10b7,2667,PARANÁ,Cruzeiro do Sul,2010,2310,2253
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-10b5,5048,SÃO PAULO,Igaratá,2010,4522,4309
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-10a6,5334,SANTA CATARINA,Iporã do Oeste,2010,4258,4151
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-10a3,2182,ESPIRITO SANTO,São Roque do Canaã,2010,5688,5585
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-10a2,4491,BAHIA,Iramaia,2010,6167,5823
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-10a0,1152,ALAGOAS,Estrela de Alagoas,2010,8404,8847
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-109e,4051,PARANÁ,São Sebastião da Amoreira,2010,4256,4370
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-1096,2990,MINAS GERAIS,Braúnas,2010,2463,2567
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-1095,163,BAHIA,Presidente Jânio Quadros,2010,6978,6674
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-1086,3993,MATO GROSSO,Vila Rica,2010,11188,10194
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-1070,4717,SÃO PAULO,Parapuã,2010,5535,5309
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-106e,3417,PERNAMBUCO,Moreno,2010,27664,29032
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-1066,3465,PERNAMBUCO,Ouricuri,2010,31699,32659
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-1061,2768,MINAS GERAIS,Além Paraíba,2010,16538,17811
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-1060,1363,AMAPÁ,Laranjal do Jari,2010,20434,19508
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-1024,1835,RIO GRANDE DO NORTE,São Bento do Norte,2010,1524,1451
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-1023,2664,PARANÁ,Flórida,2010,1289,1254
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-1022,3690,MINAS GERAIS,Manga,2010,9794,10019
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-1015,2514,PARAÍBA,Sousa,2010,31798,34005
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-1014,4561,BAHIA,Mairi,2010,9555,9771
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-1013,5257,SANTA CATARINA,Canoinhas,2010,26044,26721
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-1007,5034,SÃO PAULO,Caieiras,2010,42298,44231
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-1006,2689,MINAS GERAIS,Abre Campo,2010,6669,6642
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-1004,3113,MINAS GERAIS,Capitólio,2010,4168,4015
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-1002,2933,MINAS GERAIS,Santa Bárbara,2010,13670,14206
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-ff3,5006,SÃO PAULO,Biritiba-Mirim,2010,14413,14162
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-fe4,2170,PARAÍBA,Matinhas,2010,2151,2170
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-fe3,3754,MINAS GERAIS,Montalvânia,2010,7996,7866
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-fe0,2086,MARANHÃO,Boa Vista do Gurupi,2010,4041,3908
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-fd5,2295,PARÁ,Muaná,2010,17906,16298
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-fca,5548,TOCANTINS,Nova Olinda,2010,5576,5110
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-fbe,1646,RIO GRANDE DO NORTE,Timbaúba dos Batistas,2010,1145,1150
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-fbd,3958,ESPIRITO SANTO,Rio Bananal,2010,9079,8451
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-fbc,3201,MINAS GERAIS,Caxambu,2010,10526,11179
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-fba,2503,PARAÍBA,Imaculada,2010,5707,5645
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-fb9,4463,BAHIA,Heliópolis,2010,6666,6526
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-fb8,2332,PARAÍBA,Santa Teresinha,2010,2276,2305
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-fb6,4677,SÃO PAULO,Neves Paulista,2010,4363,4409
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-fb5,2187,PARAÍBA,Assunção,2010,1779,1743
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-fb3,4761,SÃO PAULO,Presidente Alves,2010,2038,2085
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-fab,59,RIO GRANDE DO SUL,Dois Lajeados,2010,1653,1625
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-faa,2243,PARAÍBA,Nova Floresta,2010,5121,5412
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-fa9,824,ALAGOAS,Poço das Trincheiras,2010,7002,6870
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-fa7,2923,MINAS GERAIS,Bocaiúva,2010,23366,23288
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-f8e,3768,SÃO PAULO,Getulina,2010,5861,4904
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-f8c,4109,PARANÁ,Nova Santa Bárbara,2010,1896,2012
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-f8a,563,RIO GRANDE DO SUL,Santa Maria,2010,123634,137397
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-f7c,1734,RIO GRANDE DO NORTE,Caiçara do Rio do Vento,2010,1644,1664
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-f73,3050,MINAS GERAIS,São Gonçalo do Abaeté,2010,3241,3023
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-f3c,5472,SANTA CATARINA,Ponte Serrada,2010,5534,5497
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-f3a,164,BAHIA,Presidente Tancredo Neves,2010,12212,11634
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-f32,2744,PERNAMBUCO,Cortês,2010,6183,6269
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-f31,2872,PERNAMBUCO,Inajá,2010,9555,9526
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-f2e,1191,TOCANTINS,Sampaio,2010,1970,1894
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-f2d,3746,MINAS GERAIS,Mirabela,2010,6629,6413
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-f2b,1878,RIO DE JANEIRO,Araruama,2010,54283,57725
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-f1c,1443,MATO GROSSO DO SUL,Fátima do Sul,2010,9363,9672
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-f16,974,GOIÁS,Jaupaci,2010,1517,1483
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-f0e,5122,PARANÁ,União da Vitória,2010,25818,26917
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-f04,4719,SÃO PAULO,Pariquera-Açu,2010,9138,9308
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-f03,2627,MINAS GERAIS,Pavão,2010,4346,4243
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-eff,4828,BAHIA,Barra do Rocha,2010,3337,2976
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-ef4,3873,PARANÁ,Ouro Verde do Oeste,2010,2867,2825
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-ef0,2809,MINAS GERAIS,Presidente Juscelino,2010,1996,1912
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-ee3,4540,SÃO PAULO,Irapuã,2010,3803,3472
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-ee2,5528,AMAZONAS,Silves,2010,4498,3946
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-ee0,5565,PIAUÍ,Olho D'Água do Piauí,2010,1308,1318
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-ede,4221,SÃO PAULO,Bilac,2010,3491,3557
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-ed8,162,BAHIA,Presidente Dutra,2010,6992,6758
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-ed7,3258,MINAS GERAIS,Sobrália,2010,2857,2973
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-ed6,3373,MINAS GERAIS,Doresópolis,2010,747,693
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-ed1,4247,SÃO PAULO,Cananéia,2010,6134,6092
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-ec8,4777,SÃO PAULO,Restinga,2010,3296,3291
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-ec2,4325,BAHIA,Campo Alegre de Lourdes,2010,14142,13948
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-ec1,3530,PARANÁ,Capanema,2010,9160,9366
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-eb9,2179,PARAÍBA,Aroeiras,2010,9222,9860
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-eb2,1908,CEARÁ,Saboeiro,2010,7762,7990
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-eac,4208,SÃO PAULO,Assis,2010,46317,48827
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-eab,2275,PARAÍBA,Igaracy,2010,3019,3137
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-eaa,254,SERGIPE,ARAUÁ,2010,5487,5391
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-ea5,630,RIO GRANDE DO SUL,Iraí,2010,4075,4003
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-ea4,296,RIO GRANDE DO SUL,Santa Bárbara do Sul,2010,4341,4488
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-e97,723,ALAGOAS,Porto Real do Colégio,2010,9594,9740
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-e96,599,RIO GRANDE DO SUL,Gravataí,2010,124880,130780
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-e95,1333,AMAZONAS,Manacapuru,2010,43461,41680
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-e92,3828,RONDÔNIA,Costa Marques,2010,7202,6476
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-e7b,3643,MINAS GERAIS,Lagamar,2010,3917,3683
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-e6a,3367,MINAS GERAIS,Dom Viçoso,2010,1544,1450
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-e69,4747,SÃO PAULO,Planalto,2010,2313,2150
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-e62,899,PIAUÍ,Fartura do Piauí,2010,2574,2500
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-e60,1723,CEARÁ,Mombaça,2010,21249,21441
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-e54,4804,SÃO PAULO,Santa Adélia,2010,7164,7169
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-e53,2964,PARANÁ,Campina da Lagoa,2010,7647,7747
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-e43,2481,MARANHÃO,São Domingos do Azeitão,2010,3566,3417
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-e41,3190,PARANÁ,Ubiratã,2010,10504,11054
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-e3c,4642,SÃO PAULO,Marabá Paulista,2010,3048,1764
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-e3a,4362,SÃO PAULO,Vinhedo,2010,31483,32128
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-e30,339,RIO GRANDE DO SUL,Ijuí,2010,38112,40803
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-e2b,4143,PARANÁ,Maripá,2010,2840,2844
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-e29,2939,MINAS GERAIS,Santa Cruz do Escalvado,2010,2508,2484
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-e1e,3270,MATO GROSSO,Carlinda,2010,5817,5173
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-e11,136,RIO GRANDE DO SUL,Nova Araçá,2010,1957,2044
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-e10,2,RIO GRANDE DO SUL,Três Coroas,2010,11837,12011
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-e0f,1156,GOIÁS,Vianópolis,2010,6297,6251
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-e0d,3060,PERNAMBUCO,Itaquitinga,2010,7882,7810
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-e02,3157,MINAS GERAIS,São Pedro da União,2010,2647,2393
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-e01,1834,RIO GRANDE DO NORTE,Pureza,2010,4277,4147
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-dff,4962,SÃO PAULO,Mairinque,2010,21538,21685
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-dfe,3362,MINAS GERAIS,Divisópolis,2010,4659,4315
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-df3,1662,MARANHÃO,Lagoa Grande do Maranhão,2010,5544,4973
vw_razao_de_sexo.fid--33501df1_157d3a3b533_-df1,4193,SÃO PAULO,Anhembi,2010,2909,2744
